target,f1,f2,f3,f4,f5
1,21.1,23.4725,0,539.5,0.00362742
1,21.1,23.5,0,535.25,0.003631695
1,21.1,23.5,0,537.25,0.003631695
1,21.1,23.5,0,535.25,0.003631695
1,21.1,23.5,0,533.4,0.003631695
1,21.1,23.5,0,524.5,0.003631695
1,21.1,23.434,0,524.8,0.003621436
1,21.1,23.39,0,522.6666667,0.003614596
1,21.1,23.39,0,521,0.003614596
1,21.125,23.39,0,519.75,0.003620183
1,21.1,23.39,0,523,0.003614596
1,21.1,23.39,0,523,0.003614596
1,21.1,23.39,0,519,0.003614596
1,21.1,23.365,0,519.5,0.003610711
1,21.1,23.39,0,519.75,0.003614596
1,21.1,23.365,0,520,0.003610711
1,21.1,23.33,0,524.6,0.003605271
1,21.075,23.315,0,520.25,0.003597378
1,21.075,23.34,0,519,0.003601258
1,21.1,23.29,0,523.2,0.003599053
1,21.03333333,23.29,0,517.6666667,0.003584258
1,21.02,23.29,0,514.2,0.003581305
1,21.025,23.29,0,516.5,0.003582412
1,21,23.29,0,521,0.00357688
1,21,23.29,0,520,0.00357688
1,21,23.254,0,517.8,0.00357132
1,21,23.26,0,514.3333333,0.003572246
1,21,23.2675,0,516.75,0.003573405
1,21,23.29,0,520.75,0.00357688
1,21,23.29,0,519.3333333,0.00357688
1,21,23.29,0,519,0.00357688
1,21,23.29,0,509.75,0.00357688
1,21,23.29,0,508.5,0.00357688
1,20.9725,23.29,0,504.5,0.003570804
1,21,23.29,0,506.5,0.00357688
1,20.9725,23.29,0,509,0.003570804
1,20.96333333,23.29,0,507.25,0.00356878
1,21,23.29,0,509.3333333,0.00357688
1,20.89,23.2,0,509.6666667,0.003538822
1,20.89,23.245,0,508.25,0.003545725
1,20.89,23.2225,0,510.25,0.003542274
1,20.89,23.254,0,504,0.003547106
1,20.89,23.26,0,499.3333333,0.003548027
1,20.89,23.2225,0,495,0.003542274
1,20.89,23.2,0,496.25,0.003538822
1,20.89,23.2,0,494.75,0.003538822
1,20.89,23.2,0,492.5,0.003538822
1,20.89,23.2,0,494.25,0.003538822
1,20.89,23.2,0,492.3333333,0.003538822
1,20.89,23.125,0,493.75,0.003527317
1,20.89,23.125,0,484.75,0.003527317
1,20.89,23.1,0,489.25,0.003523482
1,20.89,23.1,0,494.5,0.003523482
1,20.89,23.1,0,495.6666667,0.003523482
1,20.89,23.1,0,501.5,0.003523482
1,20.89,23.1,0,499.6666667,0.003523482
1,20.89,23.1,0,492.5,0.003523482
1,20.89,23.1,0,494.25,0.003523482
1,20.89,23.1,0,494,0.003523482
1,20.9725,23.1,0,489.25,0.003541507
1,20.9175,23.1,0,490,0.003529482
1,20.89,23.1,0,495.5,0.003523482
1,20.89,23.05,0,498,0.003515813
1,20.89,23.05,0,495,0.003515813
1,20.912,23,0,490.2,0.003512921
1,20.92666667,23,0,492.3333333,0.003516109
1,20.89,23,0,491.6666667,0.003508143
1,20.89,22.956,0,488,0.003501394
1,20.934,22.934,0,488,0.003507553
1,20.89,23,0,485,0.003508143
1,20.89,23,0,490,0.003508143
1,20.9175,22.9725,0,489.5,0.003509891
1,20.89,22.945,0,485.25,0.003499707
1,20.89,22.89,0,485.6666667,0.003491271
1,20.9175,22.945,0,485,0.003505665
1,20.89,22.956,0,485.2,0.003501394
1,20.945,22.89,0,484,0.003503168
1,20.89,22.9175,0,483,0.003495489
1,20.89,22.89,0,481,0.003491271
1,20.89,22.89,0,476.5,0.003491271
1,20.89,22.89,0,475,0.003491271
1,20.89,22.89,0,476,0.003491271
1,20.89,22.89,0,478.5,0.003491271
1,20.89,22.89,0,481,0.003491271
1,20.89,22.89,0,483,0.003491271
1,20.85666667,22.85666667,0,480.25,0.003478976
1,20.89,22.89,0,480.25,0.003491271
1,20.89,22.865,0,470.75,0.003487436
1,20.89,22.89,0,474.75,0.003491271
1,20.89,22.865,0,482.25,0.003487436
1,20.89,22.89,0,480.3333333,0.003491271
1,20.89,22.89,0,480,0.003491271
1,20.89,22.84,0,481.5,0.003483602
1,20.89,22.84,0,483.5,0.003483602
1,20.89,22.79,0,475.6,0.003475933
1,20.89,22.76,0,475.3333333,0.003471332
1,20.89,22.815,0,477.6666667,0.003479768
1,20.89,22.79,0,475.75,0.003475933
1,20.89,22.79,0,479.1666667,0.003475933
1,20.865,22.7675,0,475,0.003467115
1,20.865,22.7675,0,474,0.003467115
1,20.89,22.79,0,477.3333333,0.003475933
1,20.89,22.79,0,473,0.003475933
1,20.89,22.7675,0,470,0.003472482
1,20.865,22.675,0,468.75,0.003452951
1,20.87,22.718,0,471.4,0.003460606
1,20.89,22.7,0,471,0.00346213
1,20.89,22.7,0,468,0.00346213
1,20.85,22.678,0,468.6,0.003450207
1,20.81,22.62,0,467.4,0.003432825
1,20.79,22.6,0,469,0.003425529
1,20.79,22.65,0,471.25,0.00343315
1,20.82333333,22.73,0,470.6666667,0.003452459
1,20.79,22.6,0,466.75,0.003425529
1,20.79,22.64,0,466.8,0.003431626
1,20.79,22.7,0,468.75,0.003440771
1,20.79,22.65,0,467.5,0.00343315
1,20.79,22.63333333,0,469.6666667,0.00343061
1,20.79,22.7,0,469.75,0.003440771
1,20.79,22.6,0,469.75,0.003425529
1,20.79,22.6,0,467.25,0.003425529
1,20.772,22.6,0,461.4,0.003421714
1,20.79,22.6,0,469.25,0.003425529
1,20.79,22.625,0,468,0.00342934
1,20.73,22.6,0,469,0.003412826
1,20.79,22.6,0,467.25,0.003425529
1,20.79,22.6,0,467.4,0.003425529
1,20.79,22.6,0,467.6666667,0.003425529
1,20.745,22.6,0,471.5,0.003415998
1,20.76,22.6,0,471.6666667,0.003419173
1,20.7225,22.6,0,464.75,0.003411242
1,20.7225,22.6,0,461.75,0.003411242
1,20.7225,22.6,0,458.5,0.003411242
1,20.745,22.55,0,459.5,0.003408399
1,20.7225,22.55,0,460.5,0.003403653
1,20.76,22.56666667,0,465.3333333,0.003414102
1,20.7225,22.5,0,465,0.003396065
1,20.7225,22.5,0,459,0.003396065
1,20.7675,22.5,0,463,0.003405542
1,20.745,22.5,0,460.75,0.003400801
1,20.7,22.5,0,461.5,0.003391335
1,20.7,22.5,0,466,0.003391335
1,20.7675,22.5,0,460.25,0.003405542
1,20.718,22.52,0,457.4,0.003398153
1,20.7,22.5,0,464.6,0.003391335
1,20.73,22.5,0,464.3333333,0.003397643
1,20.7,22.5,0,459.3333333,0.003391335
1,20.7,22.5,0,459.75,0.003391335
1,20.7225,22.5,0,459.25,0.003396065
1,20.7,22.5,0,463,0.003391335
1,20.7225,22.445,0,461.5,0.003387718
1,20.7,22.5,0,454.5,0.003391335
1,20.7,22.5,0,458.3333333,0.003391335
1,20.718,22.5,0,463,0.003395119
1,20.7,22.5,0,463.75,0.003391335
1,20.7,22.456,0,460.6,0.003384667
1,20.7,22.5,0,455.25,0.003391335
1,20.7,22.5,0,455.6666667,0.003391335
1,20.7,22.5,0,456.25,0.003391335
1,20.7,22.42666667,0,459.6666667,0.003380222
1,20.7,22.5,0,462,0.003391335
1,20.7225,22.4725,0,460.25,0.003391892
1,20.718,22.434,0,462,0.003385105
1,20.73,22.39,0,461,0.003380942
1,20.7,22.39,0,461.6666667,0.003374666
1,20.745,22.39,0,460.25,0.003384084
1,20.7225,22.365,0,456.25,0.003375578
1,20.745,22.39,0,457.5,0.003384084
1,20.772,22.37,0,455.8,0.003386702
1,20.76,22.39,0,455,0.003387229
1,20.7675,22.365,0,451.25,0.003384998
1,20.745,22.39,0,453.75,0.003384084
1,20.736,22.39,0,456.2,0.003382199
1,20.73,22.35666667,0,453.6666667,0.003375881
1,20.7,22.34,0,452.75,0.003367089
1,20.76,22.35666667,0,454,0.003382159
1,20.745,22.39,0,452.5,0.003384084
1,20.73,22.39,0,456,0.003380942
1,20.745,22.34,0,451.5,0.003376486
1,20.7,22.37,0,449.8,0.003371635
1,20.7,22.365,0,449.25,0.003370877
1,20.7,22.365,0,452.25,0.003370877
1,20.7225,22.34,0,451.25,0.003371784
1,20.7,22.34,0,453,0.003367089
1,20.7,22.39,0,453.25,0.003374666
1,20.7,22.315,0,456.6666667,0.0033633
1,20.7,22.29,0,455.75,0.003359512
1,20.7,22.365,0,458,0.003370877
1,20.7,22.34,0,458.75,0.003367089
1,20.7,22.29,0,455.5,0.003359512
1,20.7,22.29,0,455,0.003359512
1,20.7,22.29,0,453.3333333,0.003359512
1,20.7,22.33,0,454.6,0.003365573
1,20.7,22.29,0,457.5,0.003359512
1,20.7,22.29,0,449.6666667,0.003359512
1,20.7,22.29,0,452,0.003359512
1,20.7,22.29,0,453.5,0.003359512
1,20.7,22.29,0,452,0.003359512
1,20.7,22.29,0,450.6,0.003359512
1,20.7,22.29,0,450.6666667,0.003359512
1,20.7,22.29,0,451,0.003359512
1,20.7,22.29,0,454.5,0.003359512
1,20.7,22.29,0,457.25,0.003359512
1,20.7,22.315,0,456,0.0033633
1,20.675,22.29,0,456.5,0.003354313
1,20.675,22.29,0,453.5,0.003354313
1,20.7,22.29,0,454.25,0.003359512
1,20.675,22.22,0,454,0.003343722
1,20.675,22.2675,0,451,0.003350909
1,20.66666667,22.26,0,450.25,0.003348045
1,20.625,22.2225,0,449.75,0.003333756
1,20.675,22.2675,0,452,0.003350909
1,20.65,22.245,0,452.5,0.003342324
1,20.64,22.236,0,454,0.003338894
1,20.63333333,22.26,0,453,0.003341137
1,20.7,22.29,0,454,0.003359512
1,20.675,22.2675,0,450,0.003350909
1,20.625,22.245,0,451.75,0.003337149
1,20.675,22.2675,0,450.25,0.003350909
1,20.625,22.2225,0,445,0.003333756
1,20.65,22.2675,0,446.25,0.003345722
1,20.66666667,22.26,0,450.6666667,0.003348045
1,20.64,22.236,0,453.6,0.003338894
1,20.63333333,22.23,0,450.3333333,0.00333661
1,20.65,22.245,0,445.5,0.003342324
1,20.65,22.245,0,443,0.003342324
1,20.65,22.245,0,449.25,0.003342324
1,20.63333333,22.23,0,454.6666667,0.00333661
1,20.65,22.245,0,449,0.003342324
1,20.625,22.2225,0,448.5,0.003333756
1,20.6,22.2,0,449.6,0.003325206
1,20.6,22.2,0,454,0.003325206
1,20.6,22.2225,0,451.25,0.003328594
1,20.6,22.2,0,449.3333333,0.003325206
1,20.6,22.2,0,446,0.003325206
1,20.6,22.2225,0,445.75,0.003328594
1,20.6,22.2,0,451.5,0.003325206
1,20.6,22.2,0,455.25,0.003325206
1,20.6,22.2,0,455.25,0.003325206
1,20.63333333,22.23,0,451.6666667,0.00333661
1,20.6,22.2,0,451,0.003325206
1,20.6,22.2,0,448.75,0.003325206
1,20.6,22.2,0,445.75,0.003325206
1,20.6,22.2,0,444.75,0.003325206
1,20.6,22.2,0,446.3333333,0.003325206
1,20.6,22.2,0,450,0.003325206
1,20.575,22.2225,0,446.5,0.003323439
1,20.6,22.2225,0,446.5,0.003328594
1,20.575,22.2675,0,447.75,0.003330205
1,20.58,22.254,0,449.6,0.003329207
1,20.6,22.23,0,451.6666667,0.003329723
1,20.6,22.26,0,450,0.003334241
1,20.6,22.2,0,449.25,0.003325206
1,20.575,22.2,0,449.75,0.003320056
1,20.55,22.2675,0,453.75,0.003325047
1,20.6,22.2,0,453,0.003325206
1,20.6,22.2,0,450.5,0.003325206
1,20.56666667,22.23,0,447,0.00332285
1,20.575,22.2675,0,443.75,0.003330205
1,20.6,22.2,0,444.25,0.003325206
1,20.6,22.2675,0,451.5,0.00333537
1,20.6,22.218,0,448.4,0.003327916
1,20.6,22.2,0,449,0.003325206
1,20.6,22.26,0,449.3333333,0.003334241
1,20.6,22.2,0,446.25,0.003325206
1,20.6,22.2,0,446.6,0.003325206
1,20.6,22.2,0,447.6666667,0.003325206
1,20.6,22.2,0,447,0.003325206
1,20.6,22.2,0,446.75,0.003325206
1,20.6,22.2,0,449.3333333,0.003325206
1,20.58,22.2,0,451.2,0.003321086
1,20.6,22.2,0,454,0.003325206
1,20.6,22.2,0,451,0.003325206
1,20.6,22.2,0,450.25,0.003325206
1,20.6,22.2225,0,450,0.003328594
1,20.6,22.2225,0,449,0.003328594
1,20.6,22.2,0,446,0.003325206
1,20.58,22.218,0,443.2,0.003323793
1,20.56666667,22.26,0,443.3333333,0.003327358
1,20.6,22.2,0,448,0.003325206
1,20.6,22.2675,0,454,0.00333537
1,20.6,22.29,0,451.5,0.003338759
1,20.6,22.29,0,451.3333333,0.003338759
1,20.55,22.29,0,447,0.003328425
1,20.55,22.29,0,448.5,0.003328425
1,20.525,22.2225,0,450.5,0.003313151
1,20.575,22.29,0,446.5,0.003333588
1,20.6,22.29,0,447.3333333,0.003338759
1,20.575,22.29,0,453.5,0.003333588
1,20.56666667,22.29,0,451.3333333,0.003331866
1,20.58,22.254,0,449.4,0.003329207
1,20.53333333,22.26,0,453.6666667,0.003320487
1,20.575,22.2,0,448.25,0.003320056
1,20.575,22.29,0,452,0.003333588
1,20.525,22.2675,0,452.6666667,0.003319896
1,20.6,22.2,0,454.6666667,0.003325206
1,20.6,22.254,0,453.2,0.003333337
1,20.56,22.29,0,447.6,0.003330489
1,20.6,22.29,0,447.6666667,0.003338759
1,20.55,22.29,0,448,0.003328425
1,20.55,22.29,0,451,0.003328425
1,20.6,22.29,0,451,0.003338759
1,20.525,22.2675,0,451,0.003319896
1,20.525,22.29,0,449.75,0.003323268
1,20.52,22.29,0,453,0.003322238
1,20.5,22.2675,0,453.5,0.003314751
1,20.5,22.29,0,452.3333333,0.003318119
1,20.525,22.29,0,452,0.003323268
1,20.6,22.26,0,450.6666667,0.003334241
1,20.5,22.2,0,449.5,0.00330465
1,20.6,22.2225,0,449.75,0.003328594
1,20.56,22.2,0,449,0.00331697
1,20.6,22.2,0,451.3333333,0.003325206
1,20.56666667,22.2,0,449,0.003318341
1,20.56666667,22.2,0,448,0.003318341
1,20.575,22.2,0,443.25,0.003320056
1,20.55,22.245,0,446.5,0.003321669
1,20.6,22.245,0,448.75,0.003331982
1,20.6,22.2225,0,451,0.003328594
1,20.6,22.2,0,451.5,0.003325206
1,20.56666667,22.2,0,455,0.003318341
1,20.6,22.2,0,451.6,0.003325206
1,20.6,22.2,0,452.6666667,0.003325206
1,20.6,22.14,0,448.2,0.003316171
1,20.6,22.125,0,445.75,0.003313912
1,20.6,22.1,0,446.6666667,0.003310148
1,20.6,22.1,0,446.3333333,0.003310148
1,20.6,22.125,0,444.75,0.003313912
1,20.6,22.1,0,444.5,0.003310148
1,20.58,22.14,0,446,0.003312062
1,20.56666667,22.13333333,0,443.3333333,0.003308323
1,20.6,22.1,0,447,0.003310148
1,20.56666667,22.1,0,446,0.003303314
1,20.6,22.15,0,445.25,0.003317677
1,20.575,22.125,0,442,0.00330878
1,20.575,22.1,0,443,0.003305022
1,20.6,22.1,0,443,0.003310148
1,20.6,22.1,0,446.3333333,0.003310148
1,20.6,22.13333333,0,449,0.003315167
1,20.6,22.125,0,445.25,0.003313912
1,20.6,22.1,0,441.25,0.003310148
1,20.575,22.175,0,441.75,0.003316298
1,20.575,22.175,0,441.5,0.003316298
1,20.6,22.13333333,0,445,0.003315167
1,20.575,22.125,0,446,0.00330878
1,20.55,22.2,0,442.5,0.003314914
1,20.56666667,22.2,0,445,0.003318341
1,20.525,22.2,0,443.5,0.003309778
1,20.56,22.2,0,443,0.00331697
1,20.6,22.2,0,444.3333333,0.003325206
1,20.53333333,22.2,0,443.6666667,0.003311489
1,20.58,22.2,0,443.4,0.003321086
1,20.6,22.2,0,447,0.003325206
1,20.6,22.2,0,446.25,0.003325206
1,20.56,22.2,0,445.6,0.00331697
1,20.55,22.2,0,448.5,0.003314914
1,20.6,22.2,0,443.6666667,0.003325206
1,20.58,22.2,0,444.4,0.003321086
1,20.6,22.2,0,444.3333333,0.003325206
1,20.575,22.2,0,443.5,0.003320056
1,20.56666667,22.23,0,451,0.00332285
1,20.575,22.2675,0,444.5,0.003330205
1,20.6,22.2225,0,443,0.003328594
1,20.53333333,22.2,0,445.6666667,0.003311489
1,20.56,22.2,0,447.8,0.00331697
1,20.6,22.2,0,445,0.003325206
1,20.575,22.2,0,442.5,0.003320056
1,20.525,22.245,0,446.75,0.003316523
1,20.525,22.2675,0,442.75,0.003319896
1,20.5,22.29,0,441.3333333,0.003318119
1,20.525,22.29,0,443.75,0.003323268
1,20.5,22.29,0,441.25,0.003318119
1,20.5,22.29,0,440.25,0.003318119
1,20.5,22.29,0,441.5,0.003318119
1,20.5,22.29,0,439.3333333,0.003318119
1,20.5,22.29,0,439,0.003318119
1,20.5,22.29,0,445.3333333,0.003318119
1,20.5,22.29,0,443.5,0.003318119
1,20.5,22.29,0,439.8,0.003318119
1,20.5,22.29,0,438.25,0.003318119
1,20.5,22.29,0,443,0.003318119
1,20.5,22.29,0,440.75,0.003318119
1,20.5,22.29,0,438.2,0.003318119
1,20.5,22.29,0,441.3333333,0.003318119
1,20.5,22.29,0,438.25,0.003318119
1,20.5,22.29,0,436.5,0.003318119
1,20.5,22.29,0,439.3333333,0.003318119
1,20.5,22.29,0,439.75,0.003318119
1,20.5,22.29,0,439.75,0.003318119
1,20.5,22.29,0,441.1666667,0.003318119
1,20.5,22.29,0,441.6666667,0.003318119
1,20.5,22.29,0,438.5,0.003318119
1,20.5,22.29,0,439.75,0.003318119
1,20.5,22.29,0,438.2,0.003318119
1,20.5,22.29,0,438.6666667,0.003318119
1,20.5,22.315,0,442,0.00332186
1,20.5,22.39,0,447.75,0.003333084
1,20.5,22.35666667,0,442.3333333,0.003328096
1,20.5,22.365,0,442.25,0.003329343
1,20.5,22.39,0,445.75,0.003333084
1,20.5,22.365,0,441.5,0.003329343
1,20.5,22.39,0,437.25,0.003333084
1,20.5,22.39,0,439,0.003333084
1,20.5,22.29,0,436.5,0.003318119
1,20.5,22.32333333,0,432.5,0.003323107
1,20.5,22.315,0,427.5,0.00332186
1,20.5,22.315,0,437.5,0.00332186
1,20.5,22.35666667,0,436.6666667,0.003328096
1,20.5,22.39,0,435,0.003333084
1,20.5,22.39,0,437,0.003333084
1,20.5,22.39,0,438.6666667,0.003333084
1,20.5,22.39,0,440.5,0.003333084
1,20.5,22.34,0,442.75,0.003325601
1,20.5,22.37,0,438,0.003330091
1,20.5,22.39,0,436.25,0.003333084
1,20.46333333,22.35666667,0,441.3333333,0.003320533
1,20.5,22.39,0,441,0.003333084
1,20.5,22.315,0,437,0.00332186
1,20.5,22.37,0,435.2,0.003330091
1,20.5,22.35666667,0,433.3333333,0.003328096
1,20.5,22.39,0,435,0.003333084
1,20.5,22.34,0,433.8,0.003325601
1,20.5,22.39,0,435.3333333,0.003333084
1,20.5,22.39,0,437.25,0.003333084
1,20.5,22.39,0,434.4,0.003333084
1,20.5,22.39,0,431.75,0.003333084
1,20.5,22.39,0,437.3333333,0.003333084
1,20.5,22.39,0,439.6666667,0.003333084
1,20.478,22.37,0,435.6,0.003325549
1,20.456,22.35,0,433,0.003318027
1,20.478,22.392,0,432.6,0.003328837
1,20.5,22.39,0,435.75,0.003333084
1,20.42666667,22.32333333,0,436,0.00330802
1,20.5,22.39,0,434.5,0.003333084
1,20.478,22.392,0,435.4,0.003328837
1,20.42666667,22.32333333,0,437.3333333,0.00330802
1,20.4175,22.3925,0,430.75,0.003316436
1,20.456,22.414,0,439.2,0.003327579
1,20.4725,22.39,0,441.5,0.003327402
1,20.46333333,22.39333333,0,445.6666667,0.003326008
1,20.5,22.39,0,443.25,0.003333084
1,20.4175,22.3425,0,438.25,0.003308992
1,20.46333333,22.46333333,0,437,0.003336461
1,20.478,22.478,0,429.8,0.003341691
1,20.5,22.456,0,431.2,0.003342962
1,20.5,22.412,0,435.8,0.003336377
1,20.4725,22.3925,0,435.75,0.003327776
1,20.445,22.34,0,434.25,0.003314272
1,20.5,22.434,0,434.6,0.00333967
1,20.5,22.39,0,434,0.003333084
1,20.5,22.39,0,433.5,0.003333084
1,20.5,22.39,0,434.6666667,0.003333084
1,20.5,22.39,0,437.5,0.003333084
1,20.5,22.39,0,438.5,0.003333084
1,20.5,22.42666667,0,436.6666667,0.003338572
1,20.5,22.445,0,431.1666667,0.003341316
1,20.5,22.39,0,436,0.003333084
1,20.4725,22.3925,0,438.25,0.003327776
1,20.5,22.46333333,0,439,0.00334406
1,20.5,22.456,0,436.6,0.003342962
1,20.5,22.39,0,432.6666667,0.003333084
1,20.5,22.39,0,433.25,0.003333084
1,20.4725,22.39,0,433.5,0.003327402
1,20.4725,22.4175,0,435.75,0.003331511
1,20.5,22.5,0,436,0.003349548
1,20.5,22.478,0,430.8,0.003346255
1,20.434,22.412,0,435.4,0.003322741
1,20.4175,22.34,0,433.5,0.00330862
1,20.39,22.39,0,429.75,0.003310408
1,20.39,22.39,0,430,0.003310408
1,20.39,22.39,0,433,0.003310408
1,20.39,22.39,0,436.25,0.003310408
1,20.39,22.39,0,433.5,0.003310408
1,20.39,22.5,0,434.25,0.003326758
1,20.39,22.46333333,0,430.3333333,0.003321308
1,20.39,22.5,0,429.6,0.003326758
1,20.39,22.5,0,433.5,0.003326758
1,20.39,22.5,0,435.6,0.003326758
1,20.39,22.5,0,434.6666667,0.003326758
1,20.39,22.5,0,432.3333333,0.003326758
1,20.39,22.5,0,438,0.003326758
1,20.39,22.5,0,436.5,0.003326758
1,20.39,22.5,0,440.75,0.003326758
1,20.39,22.5,0,438,0.003326758
1,20.39,22.5,0,434.75,0.003326758
1,20.39,22.5,0,434.75,0.003326758
1,20.39,22.5,0,435.6666667,0.003326758
1,20.39,22.5,0,434,0.003326758
